player_name,player_name,league_name,year,fee,market_value_in_eur,player_position,from_club_name,to_club_name,perf_before_goals,perf_before_assists,perf_before_minutes,perf_before_matches,perf_after_goals,perf_after_assists,perf_after_minutes,perf_after_matches,goal_change,assist_change
Jhon Solís,Jhon Solís,Primera Division,2023,6000000.0,700000.0,Midfield,Atl. Nacional,Girona,,,,,0.0,0.0,384.0,18.0,,
Arijon Ibrahimovic,Arijon Ibrahimovic,Serie A,2023,0.0,1000000.0,Midfield,Bayern Munich,Frosinone,,,,,1.0,1.0,474.0,16.0,,
Mathieu Patouillet,Mathieu Patouillet,Ligue 1,2023,0.0,,Goalkeeper,Olympique Lyon,FC Sochaux,,,,,,,,,,
Julien Le Cardinal,Julien Le Cardinal,Ligue 1,2023,0.0,2000000.0,Defender,Lens,Stade Brestois,0.0,0.0,165.0,8.0,0.0,0.0,473.0,12.0,0.0,0.0
Antonio Tikvic,Antonio Tikvic,Serie A,2023,650000.0,150000.0,Defender,FC Bayern II,Udinese Calcio,,,,,0.0,0.0,1.0,1.0,,
Bamo Meïté,Bamo Meïté,Ligue 1,2023,0.0,2500000.0,Defender,FC Lorient,Marseille,1.0,0.0,1503.0,17.0,0.0,0.0,146.0,2.0,-1.0,0.0
Álvaro Carreras,Álvaro Carreras,Primera Division,2023,0.0,7000000.0,Defender,Man Utd,Granada CF,,,,,0.0,0.0,475.0,13.0,,
Mason Burstow,Mason Burstow,Premier League,2023,0.0,200000.0,Attack,Chelsea U21,Sunderland,,,,,0.0,0.0,9.0,2.0,,
Ali Dembélé,Ali Dembélé,Serie A,2023,0.0,200000.0,Midfield,Torino,Venezia,,,,,,,,,,
Pablo Muñoz,Pablo Muñoz,Primera Division,2023,200000.0,,Midfield,Rayo B,Dep. La Coruña,0.0,0.0,12.0,2.0,,,,,,
Charlys,Charlys,Serie A,2023,0.0,,Midfield,Vitória U20,Hellas Verona,,,,,0.0,0.0,25.0,2.0,,
Federico Di Francesco,Federico Di Francesco,Serie A,2023,1300000.0,1800000.0,Attack,Lecce,Palermo,2.0,2.0,2031.0,36.0,1.0,0.0,15.0,2.0,-1.0,-2.0
Niclas Füllkrug,Niclas Füllkrug,Bundesliga,2023,17250000.0,13000000.0,Attack,Werder Bremen,Bor. Dortmund,16.0,5.0,2477.0,28.0,12.0,8.0,2212.0,29.0,-4.0,3.0
Dominique Heintz,Dominique Heintz,Bundesliga,2023,,1200000.0,Defender,Union Berlin,1.FC Köln,0.0,0.0,795.0,11.0,0.0,0.0,568.0,12.0,0.0,0.0
Karl-Johan Johnsson,Karl-Johan Johnsson,Ligue 1,2023,0.0,500000.0,Goalkeeper,FC Copenhagen,G. Bordeaux,,,,,,,,,,
Andreas Bouchalakis,Andreas Bouchalakis,Bundesliga,2023,400000.0,3000000.0,Midfield,Olympiacos,Hertha BSC,,,,,,,,,,
Tiemoué Bakayoko,Tiemoué Bakayoko,Ligue 1,2023,0.0,2500000.0,Midfield,Chelsea,FC Lorient,,,,,2.0,1.0,1314.0,20.0,,
Florian Tardieu,Florian Tardieu,Ligue 1,2023,,2000000.0,Midfield,Troyes,Saint-Étienne,3.0,0.0,1009.0,15.0,,,,,,
Zinedine Ferhat,Zinedine Ferhat,Ligue 1,2023,0.0,2300000.0,Attack,Alanyaspor,Angers SCO,,,,,,,,,,
Jordan Amavi,Jordan Amavi,Ligue 1,2023,0.0,2000000.0,Defender,Marseille,Stade Brestois,,,,,1.0,0.0,91.0,2.0,,
Dean Henderson,Dean Henderson,Premier League,2023,17500000.0,18000000.0,Goalkeeper,Man Utd,Crystal Palace,0.0,0.0,1620.0,18.0,0.0,0.0,1620.0,18.0,0.0,0.0
Tim Skarke,Tim Skarke,Bundesliga,2023,0.0,1200000.0,Attack,Union Berlin,Darmstadt 98,1.0,1.0,440.0,9.0,8.0,0.0,2404.0,30.0,7.0,-1.0
Youssef Maleh,Youssef Maleh,Serie A,2023,0.0,4500000.0,Midfield,Lecce,FC Empoli,0.0,0.0,297.0,7.0,0.0,1.0,2602.0,34.0,0.0,1.0
Jordan,Jordan,Bundesliga,2023,0.0,7000000.0,Attack,Union Berlin,Bor. M'gladbach,,,,,,,,,,
Ilia Gruev,Ilia Gruev,Premier League,2023,6500000.0,3000000.0,Midfield,Werder Bremen,Leeds,,,,,,,,,,
Kevin Van Den Kerkhof,Kevin Van Den Kerkhof,Ligue 1,2023,2500000.0,2000000.0,Defender,SC Bastia,FC Metz,,,,,1.0,2.0,1913.0,29.0,,
Andrew Irving,Andrew Irving,Premier League,2023,1760000.0,800000.0,Midfield,A. Klagenfurt,West Ham,,,,,,,,,,
Roberto Piccoli,Roberto Piccoli,Serie A,2023,0.0,3500000.0,Attack,Atalanta BC,Lecce,2.0,0.0,516.0,13.0,0.0,0.0,39.0,2.0,-2.0,0.0
Roberto Piccoli,Roberto Piccoli,Serie A,2023,0.0,3500000.0,Attack,FC Empoli,Atalanta BC,2.0,0.0,516.0,13.0,0.0,0.0,39.0,2.0,-2.0,0.0
Santiago Bueno,Santiago Bueno,Premier League,2023,12000000.0,8000000.0,Defender,Girona,Wolves,,,,,0.0,0.0,822.0,12.0,,
Mattéo Guendouzi,Mattéo Guendouzi,Serie A,2023,0.0,25000000.0,Midfield,Marseille,Lazio,,,,,2.0,3.0,2367.0,33.0,,
Berkan Kutlu,Berkan Kutlu,Serie A,2023,0.0,4000000.0,Midfield,Galatasaray,Genoa,,,,,0.0,0.0,199.0,6.0,,
Thórir Jóhann Helgason,Thórir Jóhann Helgason,Bundesliga,2023,0.0,800000.0,Midfield,Lecce,E. Braunschweig,,,,,,,,,,
Emil Holm,Emil Holm,Serie A,2023,0.0,5000000.0,Defender,Spezia Calcio,Atalanta BC,1.0,1.0,1393.0,20.0,1.0,1.0,947.0,22.0,0.0,0.0
Riccardo Calafiori,Riccardo Calafiori,Serie A,2023,24500000.0,4500000.0,Defender,FC Basel,Bologna,,,,,2.0,5.0,2349.0,30.0,,
Luke Thomas,Luke Thomas,Premier League,2023,0.0,12000000.0,Defender,Leicester,Sheff Utd,0.0,0.0,1073.0,17.0,0.0,0.0,917.0,12.0,0.0,0.0
Fabian Rieder,Fabian Rieder,Ligue 1,2023,15000000.0,15000000.0,Attack,BSC Young Boys,Stade Rennais,,,,,1.0,0.0,365.0,15.0,,
Han-Noah Massengo,Han-Noah Massengo,Premier League,2023,0.0,5000000.0,Midfield,Bristol City,Burnley,,,,,0.0,0.0,16.0,3.0,,
Brandon Soppy,Brandon Soppy,Serie A,2023,0.0,9000000.0,Defender,Atalanta BC,Torino,0.0,3.0,643.0,15.0,0.0,0.0,178.0,5.0,0.0,-3.0
Teden Mengi,Teden Mengi,Premier League,2023,,2000000.0,Defender,Man Utd,Luton,,,,,1.0,0.0,2469.0,30.0,,
Lewis O'Brien,Lewis O'Brien,Premier League,2023,0.0,8000000.0,Midfield,Nottm Forest,Middlesbrough,1.0,0.0,584.0,13.0,,,,,,
Loum Tchaouna,Loum Tchaouna,Serie A,2023,3000000.0,1800000.0,Attack,Stade Rennais,Salernitana,,,,,4.0,3.0,2100.0,33.0,,
Olivier Deman,Olivier Deman,Bundesliga,2023,4000000.0,3000000.0,Defender,Cercle Brugge,Werder Bremen,,,,,2.0,1.0,1365.0,29.0,,
Saba Sazonov,Saba Sazonov,Serie A,2023,2750000.0,3000000.0,Defender,Dynamo Moscow,Torino,,,,,0.0,0.0,356.0,12.0,,
Dane Scarlett,Dane Scarlett,Premier League,2023,0.0,1800000.0,Attack,Tottenham,Ipswich,,,,,0.0,0.0,22.0,4.0,,
Chiquinho,Chiquinho,Premier League,2023,0.0,2000000.0,Attack,Stoke City,Wolves,,,,,,,,,,
Bradley Barcola,Bradley Barcola,Ligue 1,2023,45000000.0,18000000.0,Attack,Olympique Lyon,Paris SG,5.0,8.0,1440.0,26.0,0.0,0.0,270.0,3.0,-5.0,-8.0
Amin Sarr,Amin Sarr,Bundesliga,2023,0.0,8000000.0,Attack,Olympique Lyon,VfL Wolfsburg,,,,,0.0,0.0,386.0,14.0,,
Justin Bengui Joao,Justin Bengui Joao,Ligue 1,2023,,,Goalkeeper,Olymp. Lyon B,Olympique Lyon,,,,,,,,,,
Check Keita,Check Keita,Ligue 1,2023,0.0,1500000.0,Defender,Stade Reims,SC Bastia,0.0,0.0,682.0,9.0,,,,,,
Jackson Tchatchoua,Jackson Tchatchoua,Serie A,2023,0.0,2000000.0,Defender,R Charleroi SC,Hellas Verona,,,,,0.0,2.0,1725.0,26.0,,
Issahaku Fatawu,Issahaku Fatawu,Premier League,2023,0.0,4000000.0,Attack,Sporting CP,Leicester,,,,,,,,,,
Joseph Nduquidi,Joseph Nduquidi,Ligue 1,2023,,250000.0,Midfield,FC Metz B,FC Metz,,,,,0.0,0.0,751.0,13.0,,
Ernest Nuamah,Ernest Nuamah,Ligue 1,2023,0.0,6000000.0,Attack,RWDM,Olympique Lyon,,,,,3.0,2.0,1838.0,29.0,,
Murillo,Murillo,Premier League,2023,12000000.0,3500000.0,Defender,Corinthians,Nottm Forest,,,,,0.0,2.0,2789.0,32.0,,
Enso González,Enso González,Premier League,2023,6000000.0,1900000.0,Attack,Libertad,Wolves,,,,,0.0,0.0,1.0,1.0,,
Romelu Lukaku,Romelu Lukaku,Serie A,2023,0.0,40000000.0,Attack,Chelsea,AS Roma,10.0,6.0,1660.0,25.0,13.0,3.0,2641.0,32.0,3.0,-3.0
Christopher Lenz,Christopher Lenz,Bundesliga,2023,1000000.0,2500000.0,Defender,E. Frankfurt,RB Leipzig,0.0,2.0,1290.0,24.0,0.0,0.0,10.0,1.0,0.0,-2.0
Andrea Petagna,Andrea Petagna,Serie A,2023,0.0,10000000.0,Attack,Monza,Cagliari,4.0,5.0,1663.0,31.0,1.0,1.0,995.0,18.0,-3.0,-4.0
Mergim Berisha,Mergim Berisha,Bundesliga,2023,14000000.0,12000000.0,Attack,FC Augsburg,TSG Hoffenheim,9.0,4.0,1679.0,23.0,0.0,0.0,122.0,2.0,-9.0,-4.0
Mama Baldé,Mama Baldé,Ligue 1,2023,0.0,8000000.0,Attack,Troyes,Olympique Lyon,,,,,,,,,,
Lucas Boyé,Lucas Boyé,Primera Division,2023,7000000.0,10000000.0,Attack,Elche CF,Granada CF,7.0,2.0,2462.0,35.0,6.0,3.0,2541.0,31.0,-1.0,1.0
Jean-Kévin Duverne,Jean-Kévin Duverne,Ligue 1,2023,0.0,4000000.0,Defender,Stade Brestois,FC Nantes,0.0,0.0,2515.0,34.0,0.0,0.0,1348.0,19.0,0.0,0.0
Benjamin Pavard,Benjamin Pavard,Serie A,2023,31400000.0,40000000.0,Defender,Bayern Munich,Inter,,,,,0.0,2.0,1672.0,23.0,,
Amir Murillo,Amir Murillo,Ligue 1,2023,2500000.0,3000000.0,Defender,RSC Anderlecht,Marseille,,,,,,,,,,
Steven Benda,Steven Benda,Premier League,2023,870000.0,400000.0,Goalkeeper,Swansea,Fulham,,,,,,,,,,
Alexis Saelemaekers,Alexis Saelemaekers,Serie A,2023,0.0,15000000.0,Attack,AC Milan,Bologna,2.0,3.0,1403.0,30.0,4.0,2.0,1887.0,30.0,2.0,-1.0
Derry Murkin,Derry Murkin,Bundesliga,2023,800000.0,900000.0,Defender,FC Volendam,FC Schalke 04,,,,,,,,,,
Djed Spence,Djed Spence,Premier League,2023,0.0,10000000.0,Defender,Tottenham,Leeds,0.0,0.0,7.0,4.0,,,,,,
Folarin Balogun,Folarin Balogun,Ligue 1,2023,30000000.0,30000000.0,Attack,Arsenal,Monaco,21.0,2.0,2999.0,37.0,7.0,5.0,1692.0,29.0,-14.0,3.0
Victor Kristiansen,Victor Kristiansen,Serie A,2023,0.0,12000000.0,Defender,Leicester,Bologna,,,,,0.0,3.0,2307.0,32.0,,
Farès Chaïbi,Farès Chaïbi,Bundesliga,2023,10000000.0,10000000.0,Midfield,Toulouse,E. Frankfurt,,,,,2.0,4.0,1912.0,28.0,,
Vito Mannone,Vito Mannone,Ligue 1,2023,200000.0,300000.0,Goalkeeper,FC Lorient,LOSC Lille,0.0,0.0,1608.0,18.0,0.0,0.0,91.0,2.0,0.0,0.0
Pierluigi Frattali,Pierluigi Frattali,Serie A,2023,,150000.0,Goalkeeper,Bari,Frosinone,,,,,,,,,,
Etrit Berisha,Etrit Berisha,Serie A,2023,0.0,400000.0,Goalkeeper,Torino,FC Empoli,,,,,0.0,0.0,1260.0,14.0,,
Mateusz Wieteska,Mateusz Wieteska,Serie A,2023,5000000.0,3000000.0,Defender,Clermont Foot,Cagliari,,,,,0.0,1.0,965.0,19.0,,
Timothy Castagne,Timothy Castagne,Premier League,2023,13000000.0,25000000.0,Defender,Leicester,Fulham,2.0,3.0,3254.0,37.0,1.0,3.0,2634.0,34.0,-1.0,0.0
Selim Amallah,Selim Amallah,Primera Division,2023,0.0,3000000.0,Midfield,Real Valladolid,Valencia,2.0,1.0,267.0,7.0,0.0,1.0,604.0,20.0,-2.0,0.0
Marcos André,Marcos André,Primera Division,2023,1800000.0,2500000.0,Attack,Valencia,Real Valladolid,1.0,0.0,447.0,17.0,,,,,,
Jesper Lindstrøm,Jesper Lindstrøm,Serie A,2023,30000000.0,28000000.0,Attack,E. Frankfurt,Napoli,,,,,0.0,0.0,430.0,22.0,,
Beto,Beto,Premier League,2023,25000000.0,25000000.0,Attack,Udinese,Everton,,,,,3.0,0.0,951.0,30.0,,
Kaio Jorge,Kaio Jorge,Serie A,2023,0.0,3000000.0,Attack,Juventus,Frosinone,,,,,3.0,0.0,812.0,20.0,,
Bertuğ Yıldırım,Bertuğ Yıldırım,Ligue 1,2023,5400000.0,2700000.0,Attack,Hatayspor,Stade Rennais,,,,,0.0,1.0,469.0,21.0,,
Carlos Baleba,Carlos Baleba,Premier League,2023,27000000.0,5000000.0,Midfield,LOSC Lille,Brighton,,,,,0.0,0.0,1325.0,27.0,,
Kauã Santos,Kauã Santos,Bundesliga,2023,1600000.0,400000.0,Goalkeeper,Flamengo U20,E. Frankfurt,,,,,,,,,,
Amidou Doumbouya,Amidou Doumbouya,Ligue 1,2023,500000.0,,Defender,FC Sochaux U19,OGC Nice,,,,,,,,,,
Iván Cuéllar,Iván Cuéllar,Primera Division,2023,0.0,100000.0,Goalkeeper,Sporting Gijón,RCD Mallorca,,,,,0.0,0.0,90.0,1.0,,
Liam Henderson,Liam Henderson,Serie A,2023,0.0,2500000.0,Midfield,FC Empoli,Palermo,0.0,1.0,1007.0,25.0,0.0,0.0,5.0,1.0,0.0,-1.0
Nabil Bentaleb,Nabil Bentaleb,Ligue 1,2023,4500000.0,7000000.0,Midfield,Angers SCO,LOSC Lille,4.0,4.0,2489.0,30.0,0.0,3.0,1967.0,26.0,-4.0,-1.0
Pol Lirola,Pol Lirola,Serie A,2023,0.0,2000000.0,Defender,Marseille,Frosinone,,,,,2.0,1.0,1536.0,25.0,,
Ado Onaiwu,Ado Onaiwu,Ligue 1,2023,700000.0,1500000.0,Attack,Toulouse,AJ Auxerre,2.0,1.0,1082.0,34.0,,,,,,
Romain Perraud,Romain Perraud,Ligue 1,2023,0.0,12000000.0,Defender,Southampton,OGC Nice,,,,,0.0,1.0,370.0,19.0,,
Rémi Oudin,Rémi Oudin,Serie A,2023,1000000.0,4000000.0,Midfield,G. Bordeaux,Lecce,3.0,0.0,1321.0,31.0,3.0,2.0,1819.0,31.0,0.0,2.0
Andrew Jung,Andrew Jung,Ligue 1,2023,0.0,400000.0,Attack,KV Oostende,Valenciennes FC,,,,,,,,,,
Anastasios Douvikas,Anastasios Douvikas,Primera Division,2023,12000000.0,9000000.0,Attack,FC Utrecht,Celta de Vigo,,,,,7.0,1.0,905.0,32.0,,
Matías Soulé,Matías Soulé,Serie A,2023,0.0,4000000.0,Attack,Juventus,Frosinone,1.0,0.0,420.0,13.0,11.0,3.0,3121.0,36.0,10.0,3.0
Massimo Coda,Massimo Coda,Serie A,2023,0.0,1400000.0,Attack,Genoa,Cremonese,,,,,,,,,,
Ianis Hagi,Ianis Hagi,Primera Division,2023,0.0,4000000.0,Midfield,Rangers,Alavés,,,,,0.0,2.0,804.0,22.0,,
Kieran Tierney,Kieran Tierney,Primera Division,2023,0.0,25000000.0,Defender,Arsenal,Real Sociedad,,,,,0.0,2.0,1238.0,20.0,,
Ahmed Touba,Ahmed Touba,Serie A,2023,0.0,3300000.0,Defender,Basaksehir,Lecce,,,,,0.0,0.0,277.0,6.0,,
Nathan Tella,Nathan Tella,Bundesliga,2023,23300000.0,18000000.0,Midfield,Southampton,B. Leverkusen,,,,,5.0,2.0,819.0,24.0,,
Cameron Archer,Cameron Archer,Premier League,2023,21550000.0,12000000.0,Attack,Aston Villa,Sheff Utd,0.0,0.0,49.0,6.0,0.0,0.0,6.0,1.0,0.0,0.0
Mohammed Kudus,Mohammed Kudus,Premier League,2023,43000000.0,40000000.0,Attack,Ajax,West Ham,,,,,8.0,6.0,2484.0,33.0,,
Alexis Sánchez,Alexis Sánchez,Serie A,2023,0.0,4000000.0,Attack,Marseille,Inter,,,,,2.0,5.0,763.0,23.0,,
Jean-Daniel Akpa Akpro,Jean-Daniel Akpa Akpro,Serie A,2023,0.0,1500000.0,Midfield,Lazio,Monza,1.0,1.0,1356.0,24.0,0.0,0.0,705.0,19.0,-1.0,-1.0
Sardar Azmoun,Sardar Azmoun,Serie A,2023,0.0,12000000.0,Attack,B. Leverkusen,AS Roma,,,,,3.0,0.0,585.0,23.0,,
Eray Cömert,Eray Cömert,Ligue 1,2023,0.0,3500000.0,Defender,Valencia,FC Nantes,,,,,2.0,0.0,1995.0,25.0,,
Yunus Akgün,Yunus Akgün,Premier League,2023,0.0,7000000.0,Attack,Galatasaray,Leicester,,,,,,,,,,
Djordje Petrovic,Djordje Petrovic,Premier League,2023,16000000.0,6000000.0,Goalkeeper,New England,Chelsea,,,,,0.0,0.0,1987.0,23.0,,
Andrei Rațiu,Andrei Rațiu,Primera Division,2023,500000.0,1500000.0,Defender,SD Huesca,Rayo Vallecano,,,,,0.0,0.0,630.0,12.0,,
Ramon,Ramon,Primera Division,2023,0.0,2500000.0,Defender,Olympiacos,Espanyol,,,,,,,,,,
Samu Aghehowa,Samu Aghehowa,Primera Division,2023,0.0,200000.0,Attack,Atlético Madrid,Alavés,,,,,,,,,,
Luigi Sepe,Luigi Sepe,Serie A,2023,0.0,1000000.0,Goalkeeper,Salernitana,Lazio,0.0,0.0,1530.0,17.0,,,,,,
Simone Verdi,Simone Verdi,Serie A,2023,,4000000.0,Midfield,Torino,Como,5.0,0.0,1096.0,24.0,0.0,0.0,4.0,1.0,-5.0,0.0
Ryan Fraser,Ryan Fraser,Premier League,2023,0.0,6000000.0,Attack,Newcastle,Southampton,0.0,0.0,313.0,8.0,,,,,,
Viktor Kovalenko,Viktor Kovalenko,Serie A,2023,0.0,1500000.0,Midfield,Atalanta BC,FC Empoli,0.0,0.0,548.0,18.0,1.0,1.0,613.0,17.0,1.0,1.0
Joaquín Correa,Joaquín Correa,Ligue 1,2023,0.0,12000000.0,Attack,Inter,Marseille,,,,,0.0,0.0,430.0,12.0,,
Mason Holgate,Mason Holgate,Premier League,2023,0.0,9000000.0,Defender,Everton,Southampton,0.0,0.0,507.0,8.0,0.0,0.0,710.0,10.0,0.0,0.0
Angelo Stiller,Angelo Stiller,Bundesliga,2023,5500000.0,5000000.0,Midfield,TSG Hoffenheim,VfB Stuttgart,1.0,1.0,704.0,20.0,0.0,0.0,84.0,1.0,-1.0,-1.0
Daniel Peretz,Daniel Peretz,Bundesliga,2023,5000000.0,4000000.0,Goalkeeper,M. Tel Aviv,Bayern Munich,,,,,0.0,0.0,17.0,1.0,,
Mileta Rajovic,Mileta Rajovic,Premier League,2023,2000000.0,1000000.0,Attack,Kalmar FF,Watford,,,,,,,,,,
Giacomo Faticanti,Giacomo Faticanti,Serie A,2023,1000000.0,800000.0,Midfield,Roma U19,Lecce,,,,,,,,,,
Matthis Abline,Matthis Abline,Ligue 1,2023,0.0,4500000.0,Attack,Stade Rennais,FC Nantes,2.0,1.0,806.0,19.0,5.0,0.0,1044.0,22.0,3.0,-1.0
Andrey Santos,Andrey Santos,Premier League,2023,0.0,15000000.0,Midfield,Chelsea,Nottm Forest,,,,,0.0,0.0,8.0,1.0,,
Dodi Lukébakio,Dodi Lukébakio,Primera Division,2023,10000000.0,12000000.0,Attack,Hertha BSC,Sevilla FC,,,,,5.0,1.0,1125.0,23.0,,
Maduka Okoye,Maduka Okoye,Serie A,2023,6000000.0,2000000.0,Goalkeeper,Watford,Udinese,,,,,0.0,0.0,1890.0,21.0,,
Giorgio Altare,Giorgio Altare,Serie A,2023,0.0,1500000.0,Defender,Cagliari Calcio,Venezia,,,,,,,,,,
Joel Asoro,Joel Asoro,Ligue 1,2023,1200000.0,1500000.0,Attack,Djurgården,FC Metz,,,,,2.0,1.0,848.0,20.0,,
Nunzio Lella,Nunzio Lella,Serie A,2023,500000.0,500000.0,Midfield,Cagliari Calcio,Venezia,,,,,,,,,,
Jérémy Doku,Jérémy Doku,Premier League,2023,60000000.0,28000000.0,Attack,Stade Rennais,Man City,,,,,3.0,8.0,1595.0,29.0,,
Brandon Williams,Brandon Williams,Premier League,2023,0.0,7000000.0,Defender,Man Utd,Ipswich,,,,,,,,,,
Noha Lemina,Noha Lemina,Serie A,2023,0.0,,Midfield,Paris SG,Sampdoria,,,,,,,,,,
Deivid Washington,Deivid Washington,Premier League,2023,16000000.0,4000000.0,Attack,Santos,Chelsea,,,,,0.0,0.0,13.0,2.0,,
Phillipp Mwene,Phillipp Mwene,Bundesliga,2023,1000000.0,3000000.0,Defender,PSV Eindhoven,1.FSV Mainz 05,,,,,1.0,2.0,1996.0,23.0,,
Valentino Lazaro,Valentino Lazaro,Serie A,2023,3400000.0,5000000.0,Midfield,Inter,Torino,0.0,3.0,1373.0,23.0,0.0,4.0,1994.0,35.0,0.0,1.0
Jesper Karlsson,Jesper Karlsson,Serie A,2023,11150000.0,18000000.0,Attack,AZ Alkmaar,Bologna,,,,,0.0,0.0,344.0,7.0,,
Gonzalo Montiel,Gonzalo Montiel,Premier League,2023,0.0,12000000.0,Defender,Sevilla FC,Nottm Forest,,,,,0.0,2.0,801.0,14.0,,
Jovane Cabral,Jovane Cabral,Serie A,2023,0.0,3500000.0,Attack,Sporting CP,Salernitana,,,,,1.0,0.0,678.0,12.0,,
Javi Martínez,Javi Martínez,Primera Division,2023,0.0,1000000.0,Midfield,CA Osasuna,SD Huesca,,,,,,,,,,
Manu Vallejo,Manu Vallejo,Primera Division,2023,0.0,2400000.0,Attack,Girona,Real Zaragoza,0.0,1.0,206.0,7.0,,,,,,
Máximo Perrone,Máximo Perrone,Primera Division,2023,0.0,10000000.0,Midfield,Man City,UD Las Palmas,,,,,0.0,0.0,1623.0,29.0,,
Adson,Adson,Ligue 1,2023,5000000.0,6000000.0,Attack,Corinthians,FC Nantes,,,,,0.0,0.0,238.0,8.0,,
Bartosz Bereszyński,Bartosz Bereszyński,Serie A,2023,0.0,1600000.0,Defender,Sampdoria,FC Empoli,0.0,1.0,166.0,3.0,0.0,1.0,1762.0,24.0,0.0,0.0
Petar Stojanović,Petar Stojanović,Serie A,2023,0.0,2300000.0,Defender,FC Empoli,Sampdoria,0.0,1.0,1530.0,27.0,,,,,,
Suat Serdar,Suat Serdar,Serie A,2023,0.0,4500000.0,Midfield,Hertha BSC,Hellas Verona,,,,,0.0,2.0,1659.0,25.0,,
Marco Richter,Marco Richter,Bundesliga,2023,3000000.0,5000000.0,Midfield,Hertha BSC,1.FSV Mainz 05,6.0,5.0,1836.0,29.0,1.0,0.0,717.0,20.0,-5.0,-5.0
Hannes Delcroix,Hannes Delcroix,Premier League,2023,3000000.0,2000000.0,Defender,RSC Anderlecht,Burnley,,,,,0.0,0.0,589.0,12.0,,
Maxi Gómez,Maxi Gómez,Primera Division,2023,0.0,7000000.0,Attack,Trabzonspor,Cádiz CF,0.0,0.0,108.0,3.0,0.0,0.0,1163.0,31.0,0.0,0.0
Keven Schlotterbeck,Keven Schlotterbeck,Bundesliga,2023,0.0,3000000.0,Defender,SC Freiburg,VfL Bochum,2.0,0.0,734.0,13.0,5.0,1.0,2185.0,27.0,3.0,1.0
Konstantinos Mavropanos,Konstantinos Mavropanos,Premier League,2023,20000000.0,15000000.0,Defender,VfB Stuttgart,West Ham,,,,,1.0,0.0,1500.0,19.0,,
Leonidas Stergiou,Leonidas Stergiou,Bundesliga,2023,0.0,3000000.0,Defender,FC St. Gallen,VfB Stuttgart,,,,,1.0,0.0,594.0,15.0,,
Sebastiano Esposito,Sebastiano Esposito,Serie A,2023,0.0,3500000.0,Attack,Inter,Sampdoria,,,,,,,,,,
Marcus Pedersen,Marcus Pedersen,Serie A,2023,0.0,7000000.0,Midfield,Feyenoord,Sassuolo,,,,,0.0,2.0,1613.0,28.0,,
Aaron Ramsey,Aaron Ramsey,Premier League,2023,16450000.0,5000000.0,Midfield,Aston Villa U21,Burnley,0.0,0.0,3420.0,38.0,0.0,0.0,527.0,14.0,0.0,0.0
Lewis Hall,Lewis Hall,Premier League,2023,0.0,10000000.0,Defender,Chelsea,Newcastle,0.0,0.0,654.0,9.0,1.0,0.0,781.0,18.0,1.0,0.0
Marco Pellegrino,Marco Pellegrino,Serie A,2023,3500000.0,400000.0,Defender,Platense,AC Milan,,,,,0.0,0.0,68.0,1.0,,
Facundo González,Facundo González,Serie A,2023,0.0,1000000.0,Defender,Juventus,Sampdoria,,,,,,,,,,
Maximilian Philipp,Maximilian Philipp,Bundesliga,2023,0.0,2000000.0,Attack,VfL Wolfsburg,SC Freiburg,1.0,0.0,442.0,15.0,1.0,0.0,323.0,17.0,0.0,0.0
Mouhamadou Drammeh,Mouhamadou Drammeh,Ligue 1,2023,,300000.0,Midfield,Vejle BK,FC Sochaux,,,,,,,,,,
Faride Alidou,Faride Alidou,Bundesliga,2023,0.0,2500000.0,Attack,E. Frankfurt,1.FC Köln,0.0,1.0,182.0,15.0,4.0,0.0,1282.0,26.0,4.0,-1.0
Flynn Downes,Flynn Downes,Premier League,2023,0.0,9000000.0,Midfield,West Ham,Southampton,0.0,0.0,762.0,21.0,,,,,,
Walid Cheddira,Walid Cheddira,Serie A,2023,0.0,7500000.0,Attack,Napoli,Frosinone,,,,,7.0,1.0,2120.0,36.0,,
Agustín Martegani,Agustín Martegani,Serie A,2023,0.0,2000000.0,Midfield,San Lorenzo,Salernitana,,,,,1.0,0.0,731.0,18.0,,
Samu Aghehowa,Samu Aghehowa,Primera Division,2023,6000000.0,200000.0,Attack,Granada CF,Atlético Madrid,,,,,,,,,,
Ørjan Nyland,Ørjan Nyland,Primera Division,2023,0.0,600000.0,Goalkeeper,RB Leipzig,Sevilla FC,,,,,0.0,0.0,2160.0,24.0,,
Sergi Canós,Sergi Canós,Primera Division,2023,250000.0,9000000.0,Attack,Brentford,Valencia,,,,,1.0,2.0,1229.0,27.0,,
Tyler Adams,Tyler Adams,Premier League,2023,26900000.0,18000000.0,Midfield,Leeds,Bournemouth,0.0,0.0,2156.0,24.0,0.0,0.0,121.0,3.0,0.0,0.0
Stanko Juric,Stanko Juric,Primera Division,2023,0.0,1000000.0,Midfield,Parma,Real Valladolid,,,,,,,,,,
Josip Stanisic,Josip Stanisic,Bundesliga,2023,0.0,12000000.0,Defender,Bayern Munich,B. Leverkusen,0.0,0.0,579.0,14.0,3.0,1.0,1261.0,20.0,3.0,1.0
Walid Cheddira,Walid Cheddira,Serie A,2023,7000000.0,7500000.0,Attack,Bari,Napoli,,,,,7.0,1.0,2120.0,36.0,,
Nahuel Tenaglia,Nahuel Tenaglia,Primera Division,2023,1000000.0,3000000.0,Defender,CA Talleres,Alavés,,,,,1.0,0.0,1141.0,25.0,,
