,,,,nation,pos,age,born,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG)
,,,,,,,,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
league,season,team,player,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA-Ligue 1,2122,Brest,Youssouph Badji,SEN,"FW,MF",19,2001,9,135,15,3.9,1.5,1,71,0,8,8,8,0.33,2,3,-1,-0.67,-0.47,1.0,2.9,-1.9,-1.28,-0.98
FRA-Ligue 1,2122,Clermont Foot,Aboubakar Sidibé,FRA,DF,25,1996,1,6,6,0.2,0.1,0,,0,1,6,1,0.0,0,0,0,0.0,0.82,0.0,0.0,0.0,0.0,0.21
FRA-Ligue 1,2122,Clermont Foot,Akim Zedadka,ALG,DF,26,1995,38,3337,88,97.6,37.1,37,90,35,1,19,0,0.95,38,69,-31,-0.84,-0.84,44.3,51.5,-7.1,-0.19,0.75
FRA-Ligue 1,2122,Clermont Foot,Alidu Seidu,GHA,DF,21,2000,21,1410,67,41.2,15.7,16,83,12,5,16,13,1.14,14,25,-11,-0.7,0.19,19.0,22.9,-3.9,-0.25,-0.06
FRA-Ligue 1,2122,Clermont Foot,Arial Mendy,SEN,"DF,FW",26,1994,18,792,44,23.2,8.8,9,73,2,9,15,18,0.94,6,20,-14,-1.59,-1.01,8.5,16.9,-8.4,-0.95,-0.96
FRA-Ligue 1,2122,Clermont Foot,Arthur Desmas,FRA,GK,27,1994,15,1304,87,38.1,14.5,15,87,14,0,,16,0.93,18,33,-15,-1.04,-0.35,17.4,22.2,-4.8,-0.33,-0.19
FRA-Ligue 1,2122,Clermont Foot,Aïman Maurer,MAR,MF,16,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,
FRA-Ligue 1,2122,Clermont Foot,Baptiste Boit,FRA,DF,19,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,
FRA-Ligue 1,2122,Clermont Foot,Bryan Teixeira,CPV,FW,20,2000,0,,,,,0,,0,0,,2,,,,,,,,,,,
FRA-Ligue 1,2122,Clermont Foot,Cédric Hountondji,BEN,DF,27,1994,23,2034,88,59.5,22.6,23,88,22,0,,0,1.0,22,42,-20,-0.88,-0.17,24.5,32.2,-7.7,-0.34,-0.33
